data_time_start
2009-01-15 14:16:26
2009-01-15 14:39:11
2009-02-08 10:06:37
2009-02-08 11:00:14
2009-02-08 11:26:39
2009-02-08 12:09:35
2009-02-08 12:48:17
2009-02-17 12:07:36
2009-02-17 12:30:20
2009-02-22 13:42:00
2009-03-06 09:28:14
2009-03-06 11:58:06
2009-03-08 11:50:25
2009-04-28 12:17:23
2009-05-03 10:50:11
2009-05-03 11:28:53
2009-07-29 11:33:51
2009-07-29 12:29:27
2009-07-29 13:01:50
2009-07-29 13:54:39
2009-10-01 11:02:44
2009-10-01 11:53:58
2009-12-07 15:54:43
2010-01-10 14:20:48
2010-01-10 15:21:34
2010-03-29 09:49:59
2010-03-29 13:58:59
2010-03-31 13:07:01
2010-03-31 17:57:20
2010-05-06 13:36:37
2010-05-07 14:14:34
2010-07-31 17:18:46
2010-07-31 18:09:47
2010-10-20 16:49:04
2010-11-05 12:49:52
2011-02-27 15:28:17
2011-03-27 12:26:46
2011-04-07 16:11:04
2011-04-07 17:00:48
2011-04-07 18:23:59
2011-04-13 08:34:23
2011-05-21 10:04:10
2011-06-04 12:22:16
2011-06-11 09:46:13
2011-06-12 12:01:54
2011-06-15 12:40:15
2011-06-15 13:13:05
2011-06-15 13:39:03
2011-06-15 15:22:00
2011-06-18 11:57:44
2011-06-18 12:32:20
2011-07-10 08:29:17
2011-07-15 10:59:53
2011-07-27 16:38:51
2011-09-10 15:20:27
2011-09-19 18:25:41
2011-09-28 17:37:28
2011-10-06 16:46:45
2011-10-06 17:27:52
2011-10-07 13:14:35
2011-10-07 14:42:14
2011-10-07 16:42:43
2011-10-16 09:37:46
2011-10-16 10:03:43
2011-10-16 10:36:10
2011-10-16 13:33:36
2011-10-17 09:28:11
2011-10-22 08:26:16
2011-11-13 09:26:00
2011-11-13 15:00:37
2011-11-13 15:27:25
2011-11-14 12:11:40
2011-11-26 09:36:29
2011-11-27 11:03:17
2012-01-01 14:46:16
2012-01-08 11:12:52
2012-01-08 14:19:29
2012-01-21 10:21:51
2012-01-21 11:39:31
2012-02-26 09:20:43
2012-03-01 08:12:37
2012-03-01 12:24:45
2012-03-02 09:13:07
2012-03-09 08:30:25
2012-03-09 10:10:26
2012-03-10 09:55:23
2012-03-10 10:10:56
2012-03-18 09:28:09
2012-03-18 12:06:26
2012-03-24 09:17:04
2012-04-07 12:14:36
2012-04-12 08:18:41
2012-04-21 08:53:03
2012-04-21 09:17:41
2012-04-21 09:53:07
2012-04-22 12:56:39
2012-04-22 14:16:24
2012-04-22 14:45:21
2012-05-01 10:14:27
2012-05-03 08:15:03
2012-05-05 07:37:50
2012-05-10 10:12:52
2012-05-10 10:48:52
2012-05-10 12:03:32
2012-05-10 13:32:52
2012-05-10 14:30:12
2012-05-10 15:08:52
2012-05-10 15:41:32
2012-05-10 18:38:52
2012-05-10 21:49:32
2012-05-10 23:40:52
2012-05-11 03:44:12
2012-05-11 05:31:32
2012-05-11 09:20:52
2012-05-11 11:34:12
2012-05-11 14:29:32
2012-05-12 01:13:32
2012-05-12 01:38:12
2012-05-12 04:34:12
2012-05-12 06:44:12
2012-05-12 06:57:32
2012-05-12 09:24:17
2012-05-12 09:25:32
2012-05-12 10:02:12
2012-05-12 12:17:32
2012-05-12 16:20:12
2012-05-12 17:56:12
2012-05-12 18:32:52
2012-05-12 18:48:52
2012-05-12 19:18:12
2012-05-12 20:18:12
2012-05-12 20:41:32
2012-05-12 21:18:52
2012-05-12 23:59:32
2012-05-13 00:36:12
2012-05-13 03:16:23
2012-05-13 03:51:54
2012-05-13 04:26:23
2012-05-13 04:27:32
2012-05-13 05:27:43
2012-05-13 05:47:32
2012-05-13 06:38:52
2012-05-13 07:01:03
2012-05-13 07:32:23
2012-05-13 07:33:32
2012-05-13 08:11:13
2012-05-13 08:54:52
2012-05-13 09:15:13
2012-05-13 09:34:23
2012-05-13 11:10:52
2012-05-13 12:00:52
2012-05-13 12:31:14
2012-05-13 13:13:32
2012-05-13 13:17:14
2012-05-13 13:52:23
2012-05-13 13:59:13
2012-05-13 14:12:12
2012-05-13 14:39:53
2012-05-13 14:41:03
2012-05-13 14:59:54
2012-05-13 15:22:12
2012-05-13 15:44:52
2012-05-13 16:19:43
2012-05-13 17:11:03
2012-05-14 18:17:03
2012-05-14 18:52:23
2012-05-14 19:48:23
2012-05-14 23:52:03
2012-05-19 07:28:03
2012-05-19 08:34:58
2012-05-23 10:06:00
2012-05-25 06:33:35
2012-05-25 08:25:35
2012-06-16 10:39:00
2012-07-13 12:23:44
2012-07-13 12:42:15
2012-07-13 13:04:36
2012-07-15 12:41:28
2012-08-07 14:41:32
2012-08-07 17:53:45
2012-08-08 14:07:58
2012-08-08 14:56:25
2012-08-08 16:13:27
2012-08-09 09:33:18
2012-08-26 05:13:06
2012-09-07 16:50:27
2012-09-08 19:16:09
2012-09-16 10:00:39
2012-09-16 14:28:36
2012-09-22 10:51:15
2012-09-25 13:21:17
2012-09-26 02:05:17
2012-09-26 16:17:17
2012-10-03 17:29:29
2012-10-06 08:19:24
2012-10-06 10:57:28
2012-10-06 11:27:18
2012-10-06 13:53:02
2012-10-06 15:32:57
2012-10-07 09:53:54
2012-10-16 01:58:08
2012-10-16 03:57:08
2012-10-16 06:35:56
2012-10-16 08:48:48
2012-10-16 16:25:08
2012-10-16 22:11:01
2012-10-16 22:53:08
2012-10-16 22:58:34
2012-10-16 23:25:34
2012-10-17 00:10:01
2012-10-20 09:14:09
2012-10-20 14:05:00
2012-10-27 12:03:31
2012-10-27 12:29:15
2012-10-27 12:51:00
2012-11-02 07:47:54
2012-11-02 08:18:45
2012-11-03 09:24:41
2012-11-21 13:39:54
2012-12-01 12:46:56
2012-12-07 15:14:25
2012-12-08 09:25:21
2012-12-09 09:58:57
2012-12-09 10:40:18
2012-12-16 12:54:43
2012-12-23 09:38:16
2012-12-23 12:47:32
2012-12-23 13:10:36
2012-12-27 09:22:47
2012-12-27 10:41:13
2012-12-27 13:38:34
2013-01-04 12:37:51
2013-01-05 11:21:57
2013-01-05 11:42:59
2013-01-05 13:25:39
2013-01-06 11:44:17
